Compound_Name,CAS_Number,OECD_442C_DPRA_Depletion_%,OECD_442C_Status,OECD_442D_ARE_Nrf2_Fold,OECD_442E_hCLAT_MFI,InVivo_LLNA_EC3_%
Compound_1321,CAS-103963-1,69.7,Positive (>6.38%),14.95,219.2,3.52
Compound_1322,CAS-103966-2,80.2,Positive (>6.38%),1.04,160.4,5.22
Compound_1323,CAS-103969-3,66.9,Positive (>6.38%),2.21,107.6,3.49
Compound_1324,CAS-103972-4,79.2,Positive (>6.38%),1.28,351.8,3.38
Compound_1325,CAS-103975-5,69.9,Positive (>6.38%),1.86,565.7,0.94
Compound_1326,CAS-103978-6,25.0,Positive (>6.38%),6.22,124.4,1.63
Compound_1327,CAS-103981-7,47.8,Positive (>6.38%),3.69,482.7,0.86
Compound_1328,CAS-103984-8,65.3,Positive (>6.38%),6.85,157.6,1.09
Compound_1329,CAS-103987-9,41.9,Positive (>6.38%),0.8,139.1,18.06
Compound_1330,CAS-103990-0,81.7,Positive (>6.38%),6.61,109.1,0.83
Compound_1331,CAS-103993-1,99.9,Positive (>6.38%),0.8,42.3,1.57
Compound_1332,CAS-103996-2,95.3,Positive (>6.38%),7.02,20.0,4.47
Compound_1333,CAS-103999-3,63.8,Positive (>6.38%),1.28,49.8,4.71
Compound_1334,CAS-104002-4,99.9,Positive (>6.38%),1.21,128.3,0.84
Compound_1335,CAS-104005-5,71.8,Positive (>6.38%),2.3,86.0,7.89
Compound_1336,CAS-104008-6,61.1,Positive (>6.38%),9.04,107.1,7.69
Compound_1337,CAS-104011-7,55.0,Positive (>6.38%),0.8,710.1,1.35
Compound_1338,CAS-104014-8,61.8,Positive (>6.38%),1.39,77.6,1.7
Compound_1339,CAS-104017-9,60.0,Positive (>6.38%),6.21,108.3,13.9
Compound_1340,CAS-104020-0,72.2,Positive (>6.38%),1.61,25.8,8.73
Compound_1341,CAS-104023-1,72.0,Positive (>6.38%),0.8,20.0,5.98
Compound_1342,CAS-104026-2,68.6,Positive (>6.38%),1.77,268.8,0.43
Compound_1343,CAS-104029-3,78.1,Positive (>6.38%),1.56,152.2,2.71
Compound_1344,CAS-104032-4,94.7,Positive (>6.38%),7.9,257.4,4.1
Compound_1345,CAS-104035-5,89.4,Positive (>6.38%),4.59,29.2,1.04
Compound_1346,CAS-104038-6,35.8,Positive (>6.38%),2.25,152.7,2.97
Compound_1347,CAS-104041-7,12.3,Positive (>6.38%),14.25,52.7,4.59
Compound_1348,CAS-104044-8,89.1,Positive (>6.38%),2.0,46.6,1.98
Compound_1349,CAS-104047-9,38.4,Positive (>6.38%),0.8,20.0,7.59
Compound_1350,CAS-104050-0,63.6,Positive (>6.38%),0.97,25.1,9.18
Compound_1351,CAS-104053-1,42.8,Positive (>6.38%),1.83,66.6,1.95
Compound_1352,CAS-104056-2,28.9,Positive (>6.38%),0.8,22.4,9.12
Compound_1353,CAS-104059-3,80.4,Positive (>6.38%),9.43,766.6,0.55
Compound_1354,CAS-104062-4,85.2,Positive (>6.38%),4.66,66.4,9.09
Compound_1355,CAS-104065-5,55.8,Positive (>6.38%),1.0,25.1,0.83
Compound_1356,CAS-104068-6,11.5,Positive (>6.38%),2.86,40.0,0.43
Compound_1357,CAS-104071-7,56.5,Positive (>6.38%),4.09,159.5,5.13
Compound_1358,CAS-104074-8,77.1,Positive (>6.38%),9.07,20.0,3.19
Compound_1359,CAS-104077-9,36.0,Positive (>6.38%),6.83,357.1,11.92
Compound_1360,CAS-104080-0,72.5,Positive (>6.38%),2.32,586.3,2.26
Compound_1361,CAS-104083-1,68.2,Positive (>6.38%),4.77,51.0,1.69
Compound_1362,CAS-104086-2,81.2,Positive (>6.38%),2.64,107.6,3.47
Compound_1363,CAS-104089-3,71.1,Positive (>6.38%),2.57,20.0,3.04
Compound_1364,CAS-104092-4,47.1,Positive (>6.38%),0.8,184.3,2.11
Compound_1365,CAS-104095-5,94.8,Positive (>6.38%),0.8,96.2,5.92
Compound_1366,CAS-104098-6,65.0,Positive (>6.38%),2.41,56.7,7.13
Compound_1367,CAS-104101-7,67.9,Positive (>6.38%),1.0,41.7,9.59
Compound_1368,CAS-104104-8,48.0,Positive (>6.38%),0.8,191.0,18.03
Compound_1369,CAS-104107-9,58.7,Positive (>6.38%),4.11,96.9,1.55
Compound_1370,CAS-104110-0,49.0,Positive (>6.38%),0.8,35.6,6.3
Compound_1371,CAS-104113-1,64.7,Positive (>6.38%),2.89,210.3,2.51
Compound_1372,CAS-104116-2,99.9,Positive (>6.38%),2.48,149.9,5.65
Compound_1373,CAS-104119-3,38.3,Positive (>6.38%),11.1,352.2,3.23
Compound_1374,CAS-104122-4,33.0,Positive (>6.38%),2.12,22.5,25.39
Compound_1375,CAS-104125-5,99.9,Positive (>6.38%),0.8,277.2,6.53
Compound_1376,CAS-104128-6,63.9,Positive (>6.38%),2.57,201.5,15.23
Compound_1377,CAS-104131-7,53.8,Positive (>6.38%),5.89,22.0,9.01
Compound_1378,CAS-104134-8,91.4,Positive (>6.38%),15.5,213.6,11.66
Compound_1379,CAS-104137-9,55.2,Positive (>6.38%),1.8,104.9,8.42
Compound_1380,CAS-104140-0,99.9,Positive (>6.38%),1.24,522.0,3.07
Compound_1381,CAS-104143-1,83.4,Positive (>6.38%),7.59,27.5,1.45
Compound_1382,CAS-104146-2,57.8,Positive (>6.38%),0.8,185.3,2.31
Compound_1383,CAS-104149-3,99.9,Positive (>6.38%),3.06,86.6,0.1
Compound_1384,CAS-104152-4,55.2,Positive (>6.38%),1.67,565.6,3.71
Compound_1385,CAS-104155-5,84.8,Positive (>6.38%),0.8,72.1,3.52
Compound_1386,CAS-104158-6,75.1,Positive (>6.38%),1.37,589.5,3.72
Compound_1387,CAS-104161-7,97.1,Positive (>6.38%),0.99,417.2,18.25
Compound_1388,CAS-104164-8,99.9,Positive (>6.38%),3.71,56.7,12.12
Compound_1389,CAS-104167-9,69.2,Positive (>6.38%),9.51,292.9,0.88
Compound_1390,CAS-104170-0,51.9,Positive (>6.38%),1.0,976.9,2.3
Compound_1391,CAS-104173-1,78.6,Positive (>6.38%),5.34,52.4,2.76
Compound_1392,CAS-104176-2,53.6,Positive (>6.38%),0.8,103.3,2.24
Compound_1393,CAS-104179-3,99.9,Positive (>6.38%),2.47,132.2,8.01
Compound_1394,CAS-104182-4,71.5,Positive (>6.38%),0.8,62.9,3.71
Compound_1395,CAS-104185-5,60.5,Positive (>6.38%),8.7,20.0,4.24
Compound_1396,CAS-104188-6,72.6,Positive (>6.38%),4.65,44.8,9.59
Compound_1397,CAS-104191-7,38.9,Positive (>6.38%),3.43,59.6,8.2
Compound_1398,CAS-104194-8,47.1,Positive (>6.38%),5.56,105.5,0.71
Compound_1399,CAS-104197-9,94.9,Positive (>6.38%),3.34,33.8,6.26
Compound_1400,CAS-104200-0,54.0,Positive (>6.38%),11.11,371.8,2.86
Compound_1401,CAS-104203-1,45.5,Positive (>6.38%),4.01,219.7,1.75
Compound_1402,CAS-104206-2,80.3,Positive (>6.38%),8.27,20.0,0.26
Compound_1403,CAS-104209-3,94.6,Positive (>6.38%),2.33,189.0,3.34
Compound_1404,CAS-104212-4,84.3,Positive (>6.38%),0.8,190.9,2.2
Compound_1405,CAS-104215-5,90.4,Positive (>6.38%),2.4,563.1,1.45
Compound_1406,CAS-104218-6,51.9,Positive (>6.38%),0.8,20.0,5.93
Compound_1407,CAS-104221-7,37.2,Positive (>6.38%),2.87,51.3,7.34
Compound_1408,CAS-104224-8,99.9,Positive (>6.38%),2.11,473.1,1.4
Compound_1409,CAS-104227-9,61.4,Positive (>6.38%),3.12,484.2,0.25
Compound_1410,CAS-104230-0,63.0,Positive (>6.38%),0.8,229.5,9.44
Compound_1411,CAS-104233-1,97.7,Positive (>6.38%),0.8,261.3,0.05
Compound_1412,CAS-104236-2,80.7,Positive (>6.38%),2.16,20.0,13.83
Compound_1413,CAS-104239-3,78.5,Positive (>6.38%),9.62,129.8,4.94
Compound_1414,CAS-104242-4,99.9,Positive (>6.38%),1.55,47.4,1.94
Compound_1415,CAS-104245-5,54.3,Positive (>6.38%),1.77,36.0,1.41
Compound_1416,CAS-104248-6,88.9,Positive (>6.38%),4.01,299.2,0.05
Compound_1417,CAS-104251-7,69.8,Positive (>6.38%),2.96,26.1,1.34
Compound_1418,CAS-104254-8,74.4,Positive (>6.38%),1.14,113.8,0.74
Compound_1419,CAS-104257-9,99.9,Positive (>6.38%),1.69,502.2,4.74
Compound_1420,CAS-104260-0,79.7,Positive (>6.38%),0.8,37.0,0.91
Compound_1421,CAS-104263-1,80.3,Positive (>6.38%),10.82,687.0,3.76
Compound_1422,CAS-104266-2,92.1,Positive (>6.38%),0.8,929.7,4.46
Compound_1423,CAS-104269-3,60.5,Positive (>6.38%),1.49,146.0,1.77
Compound_1424,CAS-104272-4,50.0,Positive (>6.38%),0.8,33.6,0.18
Compound_1425,CAS-104275-5,45.5,Positive (>6.38%),0.8,68.4,0.19
Compound_1426,CAS-104278-6,25.2,Positive (>6.38%),4.85,99.5,0.13
Compound_1427,CAS-104281-7,99.9,Positive (>6.38%),0.8,66.6,6.72
Compound_1428,CAS-104284-8,44.2,Positive (>6.38%),0.8,59.3,1.91
Compound_1429,CAS-104287-9,63.6,Positive (>6.38%),2.06,645.1,7.96
Compound_1430,CAS-104290-0,62.4,Positive (>6.38%),0.8,30.0,2.83
Compound_1431,CAS-104293-1,75.3,Positive (>6.38%),0.8,237.9,3.02
Compound_1432,CAS-104296-2,86.4,Positive (>6.38%),5.27,20.0,3.6
Compound_1433,CAS-104299-3,87.4,Positive (>6.38%),4.72,163.2,6.24
Compound_1434,CAS-104302-4,55.7,Positive (>6.38%),7.89,445.7,1.6
Compound_1435,CAS-104305-5,64.8,Positive (>6.38%),6.17,61.1,0.65
Compound_1436,CAS-104308-6,74.7,Positive (>6.38%),3.68,36.9,4.06
Compound_1437,CAS-104311-7,63.0,Positive (>6.38%),0.8,189.8,1.98
Compound_1438,CAS-104314-8,99.9,Positive (>6.38%),4.89,224.4,2.92
Compound_1439,CAS-104317-9,79.3,Positive (>6.38%),5.98,209.7,5.21
Compound_1440,CAS-104320-0,84.7,Positive (>6.38%),5.14,69.2,3.41
Compound_1441,CAS-104323-1,83.1,Positive (>6.38%),2.27,52.3,4.84
Compound_1442,CAS-104326-2,94.3,Positive (>6.38%),0.85,561.9,3.93
Compound_1443,CAS-104329-3,72.5,Positive (>6.38%),5.97,462.2,6.73
Compound_1444,CAS-104332-4,40.0,Positive (>6.38%),4.16,110.0,6.12
Compound_1445,CAS-104335-5,77.3,Positive (>6.38%),12.64,337.0,3.82
Compound_1446,CAS-104338-6,54.2,Positive (>6.38%),0.8,108.4,5.68
Compound_1447,CAS-104341-7,56.9,Positive (>6.38%),0.82,99.4,10.34
Compound_1448,CAS-104344-8,81.4,Positive (>6.38%),0.8,30.7,2.83
Compound_1449,CAS-104347-9,95.7,Positive (>6.38%),5.03,100.1,2.66
Compound_1450,CAS-104350-0,69.0,Positive (>6.38%),0.8,138.8,7.22
Compound_1451,CAS-104353-1,75.3,Positive (>6.38%),0.8,20.0,4.37
Compound_1452,CAS-104356-2,99.9,Positive (>6.38%),15.5,105.7,0.37
Compound_1453,CAS-104359-3,73.8,Positive (>6.38%),0.8,273.7,11.13
Compound_1454,CAS-104362-4,99.9,Negative,5.77,205.1,0.16
Compound_1455,CAS-104365-5,80.9,Positive (>6.38%),1.46,181.5,6.9
Compound_1456,CAS-104368-6,29.8,Positive (>6.38%),5.9,432.5,7.11
Compound_1457,CAS-104371-7,85.1,Positive (>6.38%),2.59,20.0,15.3
Compound_1458,CAS-104374-8,76.9,Positive (>6.38%),7.42,146.6,0.28
Compound_1459,CAS-104377-9,96.9,Positive (>6.38%),8.34,278.7,4.54
Compound_1460,CAS-104380-0,83.3,Positive (>6.38%),0.8,140.3,2.79
Compound_1461,CAS-104383-1,65.5,Positive (>6.38%),0.8,70.5,2.01
Compound_1462,CAS-104386-2,41.6,Positive (>6.38%),0.92,26.4,0.47
Compound_1463,CAS-104389-3,63.9,Positive (>6.38%),3.54,393.4,4.14
Compound_1464,CAS-104392-4,49.8,Positive (>6.38%),7.01,114.5,3.26
Compound_1465,CAS-104395-5,55.7,Positive (>6.38%),1.97,378.8,0.55
Compound_1466,CAS-104398-6,81.4,Positive (>6.38%),2.99,158.7,4.74
Compound_1467,CAS-104401-7,99.9,Positive (>6.38%),0.8,201.9,6.7
Compound_1468,CAS-104404-8,77.2,Positive (>6.38%),5.23,293.6,7.29
Compound_1469,CAS-104407-9,42.2,Positive (>6.38%),10.95,193.7,11.79
Compound_1470,CAS-104410-0,78.3,Positive (>6.38%),1.0,91.4,2.63
Compound_1471,CAS-104413-1,94.8,Positive (>6.38%),2.19,129.7,15.3
Compound_1472,CAS-104416-2,55.1,Positive (>6.38%),0.8,292.5,10.03
Compound_1473,CAS-104419-3,65.6,Positive (>6.38%),2.62,84.2,1.76
Compound_1474,CAS-104422-4,68.8,Positive (>6.38%),2.24,88.4,0.87
Compound_1475,CAS-104425-5,51.2,Positive (>6.38%),0.8,20.0,2.86
Compound_1476,CAS-104428-6,82.8,Positive (>6.38%),1.87,442.8,2.57
Compound_1477,CAS-104431-7,65.8,Positive (>6.38%),1.3,20.0,4.29
Compound_1478,CAS-104434-8,77.7,Positive (>6.38%),2.36,188.0,4.38
Compound_1479,CAS-104437-9,49.0,Positive (>6.38%),2.82,96.0,6.93
Compound_1480,CAS-104440-0,58.9,Positive (>6.38%),0.8,93.6,3.57
Compound_1481,CAS-104443-1,84.4,Positive (>6.38%),4.58,204.8,0.55
Compound_1482,CAS-104446-2,60.3,Positive (>6.38%),3.99,20.0,9.77
Compound_1483,CAS-104449-3,99.9,Positive (>6.38%),1.46,162.1,1.85
Compound_1484,CAS-104452-4,59.7,Positive (>6.38%),0.8,266.1,17.75
Compound_1485,CAS-104455-5,73.4,Positive (>6.38%),4.5,317.1,0.63
Compound_1486,CAS-104458-6,89.0,Positive (>6.38%),9.94,33.7,15.88
Compound_1487,CAS-104461-7,37.3,Positive (>6.38%),0.88,409.9,0.48
Compound_1488,CAS-104464-8,29.8,Positive (>6.38%),1.25,192.2,1.31
Compound_1489,CAS-104467-9,34.9,Positive (>6.38%),0.8,384.5,0.24
Compound_1490,CAS-104470-0,96.3,Positive (>6.38%),2.75,119.5,6.11
Compound_1491,CAS-104473-1,56.4,Positive (>6.38%),0.8,140.6,9.5
Compound_1492,CAS-104476-2,99.9,Positive (>6.38%),1.41,452.5,2.85
Compound_1493,CAS-104479-3,56.1,Positive (>6.38%),3.82,414.3,13.19
Compound_1494,CAS-104482-4,72.6,Positive (>6.38%),2.63,107.0,4.46
Compound_1495,CAS-104485-5,99.9,Positive (>6.38%),1.56,57.7,4.97
Compound_1496,CAS-104488-6,99.9,Positive (>6.38%),1.74,89.9,9.34
Compound_1497,CAS-104491-7,99.9,Positive (>6.38%),2.64,88.3,1.76
Compound_1498,CAS-104494-8,95.1,Positive (>6.38%),0.8,60.9,2.19
Compound_1499,CAS-104497-9,91.0,Positive (>6.38%),0.8,56.3,11.82
Compound_1500,CAS-104500-0,81.5,Positive (>6.38%),6.82,355.3,11.56
Compound_1501,CAS-104503-1,85.6,Positive (>6.38%),0.8,20.0,18.75
Compound_1502,CAS-104506-2,56.4,Positive (>6.38%),3.93,203.8,11.61
Compound_1503,CAS-104509-3,50.5,Positive (>6.38%),8.08,34.2,0.68
Compound_1504,CAS-104512-4,68.4,Positive (>6.38%),1.01,76.0,8.68
Compound_1505,CAS-104515-5,64.8,Positive (>6.38%),1.48,20.0,2.64
Compound_1506,CAS-104518-6,58.5,Positive (>6.38%),2.69,56.6,23.44
Compound_1507,CAS-104521-7,83.8,Positive (>6.38%),6.83,263.3,3.2
Compound_1508,CAS-104524-8,89.5,Positive (>6.38%),9.11,389.3,4.04
Compound_1509,CAS-104527-9,70.4,Positive (>6.38%),4.31,45.1,3.77
Compound_1510,CAS-104530-0,99.9,Positive (>6.38%),0.8,112.1,1.94
Compound_1511,CAS-104533-1,43.4,Positive (>6.38%),3.54,114.4,0.39
Compound_1512,CAS-104536-2,64.2,Positive (>6.38%),1.69,372.3,11.3
Compound_1513,CAS-104539-3,52.7,Positive (>6.38%),2.04,259.0,8.11
Compound_1514,CAS-104542-4,27.4,Positive (>6.38%),0.8,129.5,0.75
Compound_1515,CAS-104545-5,66.7,Positive (>6.38%),0.8,200.0,7.5
Compound_1516,CAS-104548-6,65.8,Positive (>6.38%),5.0,338.3,4.92
Compound_1517,CAS-104551-7,99.9,Positive (>6.38%),1.94,20.0,2.63
Compound_1518,CAS-104554-8,82.4,Positive (>6.38%),1.15,92.8,1.47
Compound_1519,CAS-104557-9,46.0,Positive (>6.38%),1.55,428.0,9.82
Compound_1520,CAS-104560-0,99.9,Positive (>6.38%),6.17,242.7,6.02
Compound_1521,CAS-104563-1,95.4,Positive (>6.38%),4.42,140.9,3.97
Compound_1522,CAS-104566-2,81.3,Positive (>6.38%),1.02,135.8,4.7
Compound_1523,CAS-104569-3,63.5,Positive (>6.38%),0.8,76.9,0.48
Compound_1524,CAS-104572-4,47.4,Positive (>6.38%),0.93,132.3,3.21
Compound_1525,CAS-104575-5,60.3,Positive (>6.38%),8.11,191.8,1.08
Compound_1526,CAS-104578-6,92.5,Positive (>6.38%),2.79,97.5,1.17
Compound_1527,CAS-104581-7,99.9,Positive (>6.38%),2.44,225.4,5.41
Compound_1528,CAS-104584-8,99.9,Positive (>6.38%),2.9,355.5,12.11
Compound_1529,CAS-104587-9,57.7,Positive (>6.38%),1.46,30.2,2.59
Compound_1530,CAS-104590-0,43.9,Positive (>6.38%),5.27,108.1,1.16
Compound_1531,CAS-104593-1,71.6,Positive (>6.38%),2.37,94.4,5.23
Compound_1532,CAS-104596-2,29.6,Positive (>6.38%),0.8,209.3,10.25
Compound_1533,CAS-104599-3,75.6,Positive (>6.38%),0.8,51.8,6.9
Compound_1534,CAS-104602-4,65.3,Positive (>6.38%),2.46,184.0,10.15
Compound_1535,CAS-104605-5,58.2,Positive (>6.38%),8.83,377.9,3.85
Compound_1536,CAS-104608-6,33.4,Positive (>6.38%),1.18,97.5,6.97
Compound_1537,CAS-104611-7,79.8,Positive (>6.38%),6.52,435.5,0.75
Compound_1538,CAS-104614-8,56.8,Positive (>6.38%),4.62,897.4,2.14
Compound_1539,CAS-104617-9,42.8,Positive (>6.38%),0.91,20.2,2.47
Compound_1540,CAS-104620-0,5.3,Positive (>6.38%),0.8,47.8,3.58
Compound_1541,CAS-104623-1,67.9,Positive (>6.38%),0.8,540.6,13.23
Compound_1542,CAS-104626-2,99.9,Positive (>6.38%),4.17,572.0,10.37
Compound_1543,CAS-104629-3,99.9,Positive (>6.38%),0.8,20.0,0.72
Compound_1544,CAS-104632-4,58.4,Positive (>6.38%),1.48,20.0,0.95
Compound_1545,CAS-104635-5,55.3,Positive (>6.38%),2.23,31.6,2.21
Compound_1546,CAS-104638-6,78.8,Positive (>6.38%),4.14,994.4,1.72
Compound_1547,CAS-104641-7,46.5,Positive (>6.38%),0.8,35.7,4.77
Compound_1548,CAS-104644-8,75.1,Positive (>6.38%),1.67,125.7,11.65
Compound_1549,CAS-104647-9,85.4,Positive (>6.38%),2.12,339.6,16.39
Compound_1550,CAS-104650-0,95.5,Positive (>6.38%),2.49,20.0,5.3
Compound_1551,CAS-104653-1,66.3,Positive (>6.38%),5.46,167.0,9.11
Compound_1552,CAS-104656-2,64.0,Positive (>6.38%),0.8,58.4,3.72
Compound_1553,CAS-104659-3,49.2,Positive (>6.38%),5.28,356.9,1.17
Compound_1554,CAS-104662-4,50.3,Positive (>6.38%),3.78,60.0,3.72
Compound_1555,CAS-104665-5,63.5,Positive (>6.38%),2.6,208.9,4.05
Compound_1556,CAS-104668-6,76.6,Positive (>6.38%),3.85,201.9,6.78
Compound_1557,CAS-104671-7,88.6,Positive (>6.38%),1.7,45.1,1.24
Compound_1558,CAS-104674-8,50.8,Positive (>6.38%),0.8,20.0,2.3
Compound_1559,CAS-104677-9,99.9,Positive (>6.38%),3.51,94.7,2.26
Compound_1560,CAS-104680-0,62.5,Positive (>6.38%),2.38,61.4,16.02
Compound_1561,CAS-104683-1,68.0,Positive (>6.38%),3.26,298.0,2.93
Compound_1562,CAS-104686-2,52.1,Positive (>6.38%),1.32,290.0,7.03
Compound_1563,CAS-104689-3,15.2,Positive (>6.38%),7.6,109.9,6.95
Compound_1564,CAS-104692-4,87.9,Positive (>6.38%),2.83,167.9,1.54
Compound_1565,CAS-104695-5,84.7,Positive (>6.38%),0.8,166.9,4.24
Compound_1566,CAS-104698-6,62.3,Positive (>6.38%),1.91,316.0,11.24
Compound_1567,CAS-104701-7,70.0,Positive (>6.38%),4.52,99.6,3.22
Compound_1568,CAS-104704-8,79.9,Positive (>6.38%),5.06,58.0,14.51
Compound_1569,CAS-104707-9,34.1,Positive (>6.38%),2.18,55.4,1.21
Compound_1570,CAS-104710-0,56.9,Positive (>6.38%),7.2,138.3,0.39
Compound_1571,CAS-104713-1,86.0,Positive (>6.38%),1.0,107.3,11.1
Compound_1572,CAS-104716-2,40.9,Positive (>6.38%),1.69,104.4,9.41
Compound_1573,CAS-104719-3,75.0,Positive (>6.38%),7.32,20.0,24.52
Compound_1574,CAS-104722-4,38.7,Positive (>6.38%),7.25,228.2,5.69
Compound_1575,CAS-104725-5,78.8,Positive (>6.38%),3.7,43.3,13.8
Compound_1576,CAS-104728-6,67.7,Positive (>6.38%),6.27,39.5,8.77
Compound_1577,CAS-104731-7,33.0,Positive (>6.38%),0.8,95.8,9.3
Compound_1578,CAS-104734-8,94.1,Positive (>6.38%),6.41,46.5,4.21
Compound_1579,CAS-104737-9,52.3,Positive (>6.38%),1.24,157.8,2.41
Compound_1580,CAS-104740-0,50.7,Positive (>6.38%),0.8,83.6,13.63
Compound_1581,CAS-104743-1,72.9,Positive (>6.38%),0.88,107.3,2.83
Compound_1582,CAS-104746-2,93.8,Positive (>6.38%),1.73,138.7,3.87
Compound_1583,CAS-104749-3,46.2,Positive (>6.38%),0.93,41.0,2.95
Compound_1584,CAS-104752-4,69.9,Positive (>6.38%),1.24,30.5,4.16
Compound_1585,CAS-104755-5,77.9,Positive (>6.38%),0.8,382.3,3.18
Compound_1586,CAS-104758-6,83.7,Positive (>6.38%),1.12,102.4,0.25
Compound_1587,CAS-104761-7,72.4,Positive (>6.38%),2.72,95.6,10.69
Compound_1588,CAS-104764-8,60.4,Positive (>6.38%),1.87,20.0,2.94
Compound_1589,CAS-104767-9,50.3,Positive (>6.38%),1.36,124.0,4.45
Compound_1590,CAS-104770-0,70.4,Positive (>6.38%),4.39,145.4,0.75
Compound_1591,CAS-104773-1,44.9,Positive (>6.38%),7.17,147.3,0.02
Compound_1592,CAS-104776-2,4.2,Positive (>6.38%),4.52,221.0,1.41
Compound_1593,CAS-104779-3,78.1,Positive (>6.38%),1.29,35.2,6.1
Compound_1594,CAS-104782-4,88.4,Positive (>6.38%),4.37,52.3,0.52
Compound_1595,CAS-104785-5,16.5,Positive (>6.38%),0.8,299.6,11.98
Compound_1596,CAS-104788-6,46.3,Positive (>6.38%),0.8,529.3,1.21
Compound_1597,CAS-104791-7,82.1,Positive (>6.38%),1.36,26.3,1.14
Compound_1598,CAS-104794-8,99.9,Positive (>6.38%),5.28,123.9,1.0
Compound_1599,CAS-104797-9,69.0,Positive (>6.38%),0.91,43.4,0.07
Compound_1600,CAS-104800-0,52.5,Positive (>6.38%),0.8,20.0,7.39
Compound_1601,CAS-104803-1,64.5,Positive (>6.38%),0.8,70.9,10.4
Compound_1602,CAS-104806-2,98.7,Positive (>6.38%),6.26,27.9,4.76
Compound_1603,CAS-104809-3,54.3,Positive (>6.38%),3.21,222.8,1.04
Compound_1604,CAS-104812-4,50.9,Positive (>6.38%),0.93,137.3,1.68
Compound_1605,CAS-104815-5,57.9,Positive (>6.38%),2.59,28.0,3.23
Compound_1606,CAS-104818-6,47.5,Positive (>6.38%),2.4,20.0,15.43
Compound_1607,CAS-104821-7,71.2,Positive (>6.38%),3.41,297.2,1.42
Compound_1608,CAS-104824-8,99.9,Positive (>6.38%),0.85,34.9,6.58
Compound_1609,CAS-104827-9,75.6,Positive (>6.38%),6.39,167.8,2.89
Compound_1610,CAS-104830-0,62.9,Positive (>6.38%),1.18,74.0,1.77
Compound_1611,CAS-104833-1,62.1,Positive (>6.38%),3.79,158.5,3.04
Compound_1612,CAS-104836-2,34.1,Positive (>6.38%),0.8,68.3,0.37
Compound_1613,CAS-104839-3,87.9,Positive (>6.38%),1.49,20.0,8.01
Compound_1614,CAS-104842-4,66.8,Positive (>6.38%),1.39,45.4,1.39
Compound_1615,CAS-104845-5,64.5,Positive (>6.38%),2.51,37.5,6.46
Compound_1616,CAS-104848-6,99.9,Positive (>6.38%),0.8,100.6,0.35
Compound_1617,CAS-104851-7,75.1,Positive (>6.38%),5.0,193.3,15.52
Compound_1618,CAS-104854-8,52.0,Positive (>6.38%),0.8,55.1,1.07
Compound_1619,CAS-104857-9,59.1,Positive (>6.38%),3.62,20.0,10.72
Compound_1620,CAS-104860-0,93.8,Positive (>6.38%),5.2,131.7,8.29
Compound_1621,CAS-104863-1,71.0,Positive (>6.38%),2.64,167.5,17.19
Compound_1622,CAS-104866-2,36.9,Positive (>6.38%),4.32,592.8,3.25
Compound_1623,CAS-104869-3,88.7,Positive (>6.38%),3.47,160.3,6.5
Compound_1624,CAS-104872-4,53.8,Positive (>6.38%),1.41,114.7,2.32
Compound_1625,CAS-104875-5,99.9,Positive (>6.38%),5.3,153.3,1.02
Compound_1626,CAS-104878-6,92.3,Positive (>6.38%),1.12,473.3,2.93
Compound_1627,CAS-104881-7,58.7,Positive (>6.38%),2.71,317.2,0.91
Compound_1628,CAS-104884-8,96.7,Positive (>6.38%),4.38,70.2,20.1
Compound_1629,CAS-104887-9,70.0,Positive (>6.38%),1.52,48.7,0.51
Compound_1630,CAS-104890-0,87.3,Positive (>6.38%),1.15,54.8,4.45
Compound_1631,CAS-104893-1,79.2,Positive (>6.38%),1.97,126.4,4.92
Compound_1632,CAS-104896-2,49.9,Positive (>6.38%),5.45,245.3,3.86
Compound_1633,CAS-104899-3,54.3,Positive (>6.38%),8.51,125.9,5.43
Compound_1634,CAS-104902-4,91.2,Positive (>6.38%),2.52,20.0,0.62
Compound_1635,CAS-104905-5,61.1,Positive (>6.38%),3.47,231.5,4.05
Compound_1636,CAS-104908-6,59.6,Positive (>6.38%),7.47,295.2,1.69
Compound_1637,CAS-104911-7,47.5,Positive (>6.38%),0.8,61.5,14.08
Compound_1638,CAS-104914-8,77.8,Positive (>6.38%),0.85,196.4,7.18
Compound_1639,CAS-104917-9,99.9,Positive (>6.38%),3.95,100.1,17.97
Compound_1640,CAS-104920-0,45.0,Positive (>6.38%),5.55,395.9,0.19
Compound_1641,CAS-104923-1,69.0,Positive (>6.38%),6.22,335.8,1.68
Compound_1642,CAS-104926-2,99.6,Positive (>6.38%),1.72,134.2,1.09
Compound_1643,CAS-104929-3,66.7,Positive (>6.38%),0.8,211.7,0.06
Compound_1644,CAS-104932-4,78.5,Positive (>6.38%),1.84,386.7,1.39
Compound_1645,CAS-104935-5,45.1,Positive (>6.38%),0.84,123.2,5.68
Compound_1646,CAS-104938-6,77.9,Positive (>6.38%),1.1,67.6,1.31
Compound_1647,CAS-104941-7,64.4,Positive (>6.38%),4.73,252.2,3.56
Compound_1648,CAS-104944-8,90.2,Positive (>6.38%),0.8,44.7,10.94
Compound_1649,CAS-104947-9,94.6,Positive (>6.38%),5.63,88.5,5.92
Compound_1650,CAS-104950-0,99.9,Positive (>6.38%),1.79,361.4,2.51
Compound_1651,CAS-104953-1,81.3,Positive (>6.38%),2.9,232.0,2.33
